Texts,Label
ทางการออกแบบลูกเล่น ดูล้งเล้งมากๆเอาจริงๆ mini หรูหรา คลาสสิก น่ารัก มันขาดความหนักแน่นจริงจัง ไปเยอะเลย,"[[""ทางการออกแบบลูกเล่น"", ""neg"", ""ดูล้งเล้งมากๆเอาจริงๆ"", ""mini"", ""pos"", ""หรูหรา"", ""pos"", ""คลาสสิก"", ""pos"", ""น่ารัก"", ""pos"", ""ขาดความหนักแน่นจริงจัง"", ""neg""]]"
ไป Good Cat ด่วนๆ  หมดยุครถหรูเพราะกั๊ก ขายโลโก้อย่างเดียว," [[""Good Cat"", ""pos"", ""ด่วนๆ""],[""รถหรู"", ""neg"", ""หมดยุค""], [""ขายโลโก้"", ""pos"", ""อย่างเดียว""]]"
รถมาสวยมากครับ ขับจริงได้ 300 โล ป๊าดๆ ให้คนมีตังค์ ซื้อขับเล่นๆในเมือง กันไปครับ ออกต่างจังหวัดนี่ หาจุดชาจเหนื่อยเลย," [[""รถ"", ""pos"", ""สวย""], [""ขับ"", ""pos"", ""300 โล ป๊าดๆ""], [""ให้คนมีตังค์ ซื้อขับเล่นๆในเมือง"", ""pos"", ""อออกต่างจังหวัดนี่ หาจุดชาจเหนื่อยเลย""]]"
ราคาสูงรู้สึกว่าวิ่งได้น้อยครับอย่างต่ำน่าจะวิ่งได้500-600กิโลเมตรถึงจะสมราคานี้ครับ," [[""ราค"", ""neg"", ""สูง""], [""ความเร็ว"", ""neg"", ""วิ่งได้น้อย""], [""ความคุ้มค่า"", ""neg"", ""สมราคานี้""]]"
อยากได้นะแต่ไฟท้ายอุมาก ผ่านก่อนละกัน," [[""อยากได้"", ""pos"", ""[]""], [""ไฟท้าย"", ""neg"", ""อุมาก""]]"
เอ้าเมื่อก่อนสวิฟเหมือนมินิ  ตอนนี้มินิเหมือนสวิฟซะงั้น,"[[""สวิฟ"", ""pos"", ""เหมือนมินิ""], [""มินิ"", ""neg"", ""เหมือนสวิฟ""]]"
Tconnect ที่ไม่อัพเดทอะไรให้เลย,"[""Tconnect"",""neg"",""ไม่อัพเดท""]"
torsion beam with stabiliser ของ Cross ชนะหมดทุกคู่แข่ง ออกที่หลังดังกว่า,"[""torsion beam with stabiliser ของ Cross"",""pos"",""ชนะหมด""]"
กระจกตัดแสงอัตโนมัติราคา2-3พันยังกั๊กอะไรกันครับเนี่ย จะดูถูกคนไทยเกินไปแล้วนะ,"[""กระจกตัดแสงอัตโนมัติ"", ""neg"", ""ยังกั๊ก""]"
กั๊กเสมอ รถราคาหลักล้าน เล็กๆน้ิอยๆก็ไม่ให้  ตัวเริ่มต้นราคาก็ไม่ใช่ต่ำๆ คลาสอยู่สูงแล้วแต่ให้ล้อกระทะมา  น่าเกลียดไป รถ9 แสนให้ล้อกระทะอย่างกับ B segment เริ่มต้น,"[[""กั๊ก"", ""neg"", ""กั๊กเสมอ""], [""รถ"", ""neg"", ""ราคาหลักล้าน""], [""รถ"", ""neg"", ""ล้อกระทะ""], [""รถ"", ""neg"", ""น่าเกลียด""], [""รถ"", ""neg"", ""9 แสน""], [""รถ"", ""neg"", ""ล้อกระทะอย่างกับ B segment""], [""รถ"", ""neg"", ""เริ่มต้น""]]"
คิดเหมือนกันเรื่องเบาะ ไม่เนี้ยบ ราคานี้นะแหม มึงจะให้เบาะแบบว่าเนี้ยบๆแน่นๆสวยๆน่านั่งหน่อยก็ไม่ได้,"[[""เบาะ"", ""neg"", ""ไม่เนี้ยบ""], [""ราคา"", ""neg"", ""แหม""]]"
จากแฟนพี่โต ออพชั่นสู้รถจากจีนไม่ได้เลย,"[""ออพชั่น"", ""neg"", ""สู้รถจากจีนไม่ได้""]"
โตโยต้า ครอส เสียงเครื่องที่เข้ามาในตัวรถก็ดัง,"[""เสียงเครื่อง"",""neg"",""ดัง""]"
น้ำท่วมทำงัยเตี้ยขนาด,"[""รถ"", ""neg"", ""เตี้ย""]"
เบาะเย็บกากมาก,"[""เบาะ"", ""neg"", ""เย็บกากมาก""]"
ผมว่าตัวเก่าสวยกว่านะขาดเเค่ที่ชาร์ตโทรศัพท์น้องเเค่นั้น,"[[""ตัวเก่า"", ""pos"", ""สวยกว่า""],[""ที่ชาร์ตโทรศัพท์"", ""neg"", ""ขาด""]]"
"มีศูนย์เยอะอย่างเดียว...
ออกแบบนอก/ใน..เทียบจีนไม่ได้เลย เพราะจีนลงทุนใช้ทีมงานอิตาลี..","[[""ศูนย์"", ""pos"", ""เยอะ""], [""ออกแบบนอก/ใน"", ""neg"", ""เทียบจีนไม่ได้เลย""]]"
ไม่น่าตัดไฟตัดหมอกทิ้งนะ.ปทไทยต้องมีจำเป็นมาก..ถนนมันรั่ว,"[[""ตัดไฟตัดหมอก"", ""neg"", ""ไม่น่าตัด""], [""ปทไทย"", ""pos"", ""จำเป็นมาก""], [""ถนน"", ""neg"", ""รั่ว""]]"
รถราคา9แสน ล้อกะทะ,"[[""ราคา"", ""neg"", ""9 แสน""], [""ล้อ"", ""neg"", ""กะทะ""]]"
รุ่นเบนซินเปลี่ยนแม็กเถอะ น่าเกลียด,"[""แม็ก รุ่นเบนซิน"", ""neg"", ""น่าเกลียด""]"
เรื่องกระจกมองหลังนี่ เป็นทุกยี่ห้อห่วย จะให้มันยาวซัก12นิ้วไม่ได้หรอ   ต้องหาซื้อมาใส่ทุกที,"[[""กระจกมองหลัง"", ""neg"", ""ห่วย""], [""ความยาว"", ""pos"", ""12นิ้ว""]]"
เรื่องกั๊กแบรนด์นี้ไม่เคยทำให้ผิดหวัง,"[[""กั๊กแบรนด์"", ""pos"", ""ไม่เคยทำให้ผิดหวัง""]]"
เรื่องดีไซน์ออพชั่นนี่ต้องบอกว่าสู้ค่ายอื่นไม่ได้จริงๆ เปลี่ยนคนออกแบบเถอะนะ," [[""ดีไซน์ออพชั่น"", ""pos"", ""สู้ค่ายอื่นไม่ได้จริงๆ""],[""ดีไซน์"", ""neg"", ""เปลี่ยนคนออกแบบเถอะนะ""]]"
ล้อออออออออ!!!!! ขับออกจากศูนย์แวะเปลี่ยนล้อก่อนเติมน้ำมันกันเลยทีเดียว ขี้เหร่ชิป,"[[""ล้อ"", ""neg"", ""ล้อ""], [""ขับ"", ""pos"", ""ขับ""], [""เปลี่ยนล้อ"", ""pos"", ""เปลี่ยนล้อ""], [""เติมน้ำมัน"", ""pos"", ""เติมน้ำมัน""]]"
หน้าตาดีขี้นไม่หน้าบูดอีกแล้วดูเผินๆคิดว่า  MG,"[""หน้าตารถ"", ""pos"", ""ดีขึ้น"", ""ไม่หน้าบูด"", ""MG""]"
หน้ามันสวยตรงไหนคุณพี่ ?   โถๆๆๆๆมันไม่เข้ากันกับตัวรถเอาซะเลยรู้ไหม  ออกแบบมาเห่ยบรม,"[[""หน้ามัน"", ""neg"", ""ไม่เข้ากันกับตัวรถ""],[""ออกแบบ"", ""neg"", ""เห่ยบรม""]]"
หน้าสวย ข้างขี้เหร่ว่ะ ขี้เหร่ชิบเป๋งเลย,"[[""หน้ารถ"", ""pos"", ""สวย""], [""ด้านข้าง"", ""neg"", ""ขี้เหร่""]]"
เห็นคันจริงหลายครั้งแล้ว ผมว่าหน้านี้ไม่สวย หน้า GR สวยกว่า,"[[""คัน"", ""neg"", ""ไม่สวย""],[""หน้า"", ""neg"", ""ไม่สวย""],[""หน้า GR"", ""pos"", ""สวยกว่า""]]"
เหัย ทำไมเก็บงานภายในหยาบจัง,"[""งานภายใน"", ""neg"", ""หยาบ""]"
โหตัวท็อปราคาก็เเพง เเต่ไห้มาไม่ครบ ไม่ดูยาริสครบราคาหลักเเสนกลับได้ครบ ตัดมาดูคันนี้หลักล้าน,"[[""ราคา"", ""neg"", ""แพง""], [""ออปชั่น"", ""neg"", ""ไม่ครบ""], [""ยาริส"", ""pos"", ""ครบ""]]"
อยากได้รุ่น TOP แต่รังเกียจ Sunroof,"[[""รุ่น TOP"", ""pos"", ""อยากได้""], [""Sunroof"", ""neg"", ""รังเกียจ""]]"
