text,label
AP โบรกชี้กำไร Q3 โตเด่น 19% แตะ 1.7 พันล้าน พ่วงแบ็กล็อกแน่น 1.5 หมื่นล้าน,<SYMBOL> AP <ASPECT> โบรกชี้ <OPINION> กำไร <POS>
AP โบรกชี้กำไร Q3 โตเด่น 19% แตะ 1.7 พันล้าน พ่วงแบ็กล็อกแน่น 1.5 หมื่นล้าน,<SYMBOL> AP <ASPECT> กำไร <OPINION> โตเด่น <POS>
AP โบรกชี้กำไร Q3 โตเด่น 19% แตะ 1.7 พันล้าน พ่วงแบ็กล็อกแน่น 1.5 หมื่นล้าน,<SYMBOL> AP <ASPECT> กำไร <OPINION> แตะ <POS>
AP โบรกชี้กำไร Q3 โตเด่น 19% แตะ 1.7 พันล้าน พ่วงแบ็กล็อกแน่น 1.5 หมื่นล้าน,<SYMBOL> AP <ASPECT> แบ็กล็อก <OPINION> แน่น <POS>
MTC ขายหุ้นกู้ 3 พันล้าน เกลี้ยง! นักลงทุนเชื่อมั่นธุรกิจ “ทริส” ชูเรทติ้ง BBB+,<SYMBOL> MTC <ASPECT> ขายหุ้นกู้ <OPINION> เกลี้ยง <POS>
MTC ขายหุ้นกู้ 3 พันล้าน เกลี้ยง! นักลงทุนเชื่อมั่นธุรกิจ “ทริส” ชูเรทติ้ง BBB+,<SYMBOL> MTC <ASPECT> นักลงทุน <OPINION> เชื่อมั่น <POS>
SJWD ดีดบวก 4% โบรกชี้ผ่านจุดต่ำสุด ลุ้นกำไรปกติปีนี้แตะ 803 ล้าน,<SYMBOL> SJWD <OPINION> ดีดบวก <POS>
SJWD ดีดบวก 4% โบรกชี้ผ่านจุดต่ำสุด ลุ้นกำไรปกติปีนี้แตะ 803 ล้าน,<SYMBOL> SJWD <ASPECT> จุดต่ำสุด <OPINION> ผ่าน <POS>
SJWD ดีดบวก 4% โบรกชี้ผ่านจุดต่ำสุด ลุ้นกำไรปกติปีนี้แตะ 803 ล้าน,<SYMBOL> SJWD <ASPECT> กำไร <OPINION> ปกติ <NEU>
TAN มั่นใจผลงาน Q3 โตเกิน 10% ดันรายได้ทั้งปีทะลุ 1.5 พันล้าน,<SYMBOL> TAN <ASPECT> ผลงาน <OPINION> มั่นใจ <POS>
TAN มั่นใจผลงาน Q3 โตเกิน 10% ดันรายได้ทั้งปีทะลุ 1.5 พันล้าน,<SYMBOL> TAN <ASPECT> ผลงาน <OPINION> โตเกิน <POS>
TAN มั่นใจผลงาน Q3 โตเกิน 10% ดันรายได้ทั้งปีทะลุ 1.5 พันล้าน,<SYMBOL> TAN <ASPECT> รายได้ <OPINION> ดัน <POS>
TAN มั่นใจผลงาน Q3 โตเกิน 10% ดันรายได้ทั้งปีทะลุ 1.5 พันล้าน,<SYMBOL> TAN <ASPECT> รายได้ <OPINION> ทะลุ <POS>
SCGP รายได้ขายลด กดกำไร Q3 เหลือ 1.32 พันล้าน,<SYMBOL> SCGP <ASPECT> รายได้ <OPINION> ลด <NEG>
SCGP รายได้ขายลด กดกำไร Q3 เหลือ 1.32 พันล้าน,<SYMBOL> SCGP <ASPECT> กำไร <OPINION> กด <NEG>
MAJOR จับตากำไร Q4 ทะลุ 300 ล้าน อานิสงส์หนัง “สัปปะเหร่อ” โกยรายได้สูงเกินคาด,<SYMBOL> MAJOR <ASPECT> กำไร <OPINION> จับตา <POS>
MAJOR จับตากำไร Q4 ทะลุ 300 ล้าน อานิสงส์หนัง “สัปปะเหร่อ” โกยรายได้สูงเกินคาด,<SYMBOL> MAJOR <ASPECT> หนัง <OPINION> อานิสงส์ <POS>
MAJOR จับตากำไร Q4 ทะลุ 300 ล้าน อานิสงส์หนัง “สัปปะเหร่อ” โกยรายได้สูงเกินคาด,<SYMBOL> MAJOR <ASPECT> รายได้ <OPINION> โกย <POS>
MAJOR จับตากำไร Q4 ทะลุ 300 ล้าน อานิสงส์หนัง “สัปปะเหร่อ” โกยรายได้สูงเกินคาด,<SYMBOL> MAJOR <ASPECT> รายได้ <OPINION> สูงเกินคาด <POS>
TRP ปลื้ม! เทรดวันแรกทะยาน 18% ย้ำรายได้ Q4 โตรับลูกค้าเพิ่ม,<SYMBOL> TRP <ASPECT> เทรด <OPINION> ทะยาน <POS>
TRP ปลื้ม! เทรดวันแรกทะยาน 18% ย้ำรายได้ Q4 โตรับลูกค้าเพิ่ม,<SYMBOL> TRP <ASPECT> รายได้ <OPINION> โต <POS>
TRP ปลื้ม! เทรดวันแรกทะยาน 18% ย้ำรายได้ Q4 โตรับลูกค้าเพิ่ม,<SYMBOL> TRP <ASPECT> ลูกค้า <OPINION> เพิ่ม <POS>
ORN ขายไอพีโอเกลี้ยง 406.5 ล้านหุ้น ตอกย้ำพื้นฐานแกร่ง,<SYMBOL> ORN <ASPECT> ขาย <OPINION> เกลี้ยง <POS>
ORN ขายไอพีโอเกลี้ยง 406.5 ล้านหุ้น ตอกย้ำพื้นฐานแกร่ง,<SYMBOL> ORN <ASPECT> พื้นฐาน <OPINION> ตอกย้ำ <POS>
ORN ขายไอพีโอเกลี้ยง 406.5 ล้านหุ้น ตอกย้ำพื้นฐานแกร่ง,<SYMBOL> ORN <ASPECT> พื้นฐาน <OPINION> แกร่ง <POS>
SAWAD ดีด 3% โบรกชี้กำไร Q3 แตะ 1.5 พันล้าน อานิสงส์รายได้ “เงินสดทันใจ” หนุน,<SYMBOL> SAWAD <OPINION> ดีด <POS>
SAWAD ดีด 3% โบรกชี้กำไร Q3 แตะ 1.5 พันล้าน อานิสงส์รายได้ “เงินสดทันใจ” หนุน,<SYMBOL> SAWAD <ASPECT> กำไร <OPINION> แตะ <POS>
SAWAD ดีด 3% โบรกชี้กำไร Q3 แตะ 1.5 พันล้าน อานิสงส์รายได้ “เงินสดทันใจ” หนุน,<SYMBOL> SAWAD <ASPECT> รายได้ <OPINION> หนุน <POS>
OSP ดีด 6% โบรกแนะ “ซื้อ” เป้า 35 บ. ลุ้นกำไร Q3 ทะลุ 400 ล้าน,<SYMBOL> ORP <OPINION> ดีด <POS>
OSP ดีด 6% โบรกแนะ “ซื้อ” เป้า 35 บ. ลุ้นกำไร Q3 ทะลุ 400 ล้าน,<SYMBOL> ORP <ASPECT> โบรกแนะ <OPINION> ซื้อ <POS>
OSP ดีด 6% โบรกแนะ “ซื้อ” เป้า 35 บ. ลุ้นกำไร Q3 ทะลุ 400 ล้าน,<SYMBOL> ORP <ASPECT> กำไร <OPINION> ลุ้น <POS>
OSP ดีด 6% โบรกแนะ “ซื้อ” เป้า 35 บ. ลุ้นกำไร Q3 ทะลุ 400 ล้าน,<SYMBOL> ORP <ASPECT> กำไร <OPINION> ทะลุ <POS>
RS ลุ้นรายได้ Q3 ทะลุพันล้าน โบรกแนะ “ทยอยซื้อ” เป้า 15.10 บาท,<SYMBOL> RS <ASPECT> รายได้ <OPINION> ลุ้น <POS>
RS ลุ้นรายได้ Q3 ทะลุพันล้าน โบรกแนะ “ทยอยซื้อ” เป้า 15.10 บาท,<SYMBOL> RS <ASPECT> รายได้ <OPINION> ทะลุ <POS>
RS ลุ้นรายได้ Q3 ทะลุพันล้าน โบรกแนะ “ทยอยซื้อ” เป้า 15.10 บาท,<SYMBOL> RS <ASPECT> โบรกแนะ <OPINION> ทยอยซื้อ <NEU>
NER ยันเป้าขายปีนี้ 5 แสนตัน รับดีมานด์ “จีน” ฟื้นแกร่ง,<SYMBOL> NER <ASPECT> เป้าขาย <OPINION> ยัน <POS>
NER ยันเป้าขายปีนี้ 5 แสนตัน รับดีมานด์ “จีน” ฟื้นแกร่ง,<SYMBOL> NER <ASPECT> ดีมานด์ <OPINION> ฟื้นแกร่ง <POS>
TRP เปิดเทรดวันแรก 16.50 บ. เหนือจอง 18% ซื้อขายทะลุ 343 ล้านบาท,<SYMBOL> TRP <ASPECT> จอง <OPINION> เหนือ <POS>
TRP เปิดเทรดวันแรก 16.50 บ. เหนือจอง 18% ซื้อขายทะลุ 343 ล้านบาท,<SYMBOL> TRP <ASPECT> ซื้อขาย <OPINION> ทะลุ <POS>
TRP ฟอร์มสวย! Pre Open 5 นาที แตะ 15.20 บ. เหนือจอง 8%,<SYMBOL> TRP <ASPECT> Pre Open <OPINION> ฟอร์มสวย <POS>
TRP ฟอร์มสวย! Pre Open 5 นาที แตะ 15.20 บ. เหนือจอง 8%,<SYMBOL> TRP <OPINION> เหนือจอง <POS>
TRP เทรดวันแรก ลุ้นวิ่งเป้า 26 บ. ชูกำไรปี 66-67 โตเฉลี่ย 48%,<SYMBOL> TRP <ASPECT> เป้า <OPINION> ลุ้นวิ่ง <POS>
TRP เทรดวันแรก ลุ้นวิ่งเป้า 26 บ. ชูกำไรปี 66-67 โตเฉลี่ย 48%,<SYMBOL> TRP <ASPECT> กำไร <OPINION> โต <POS>
โบรกเชียร์ซื้อ TTB เป้าสูง 1.98 บ. หลังกำไร Q3 โตเกินคาด ชี้ปีนี้ทะลุ 1.7 หมื่นล้าน,<SYMBOL> TTB <ASPECT> โบรกเชียร์ <OPINION> ซื้อ <POS>
โบรกเชียร์ซื้อ TTB เป้าสูง 1.98 บ. หลังกำไร Q3 โตเกินคาด ชี้ปีนี้ทะลุ 1.7 หมื่นล้าน,<SYMBOL> TTB <ASPECT> เป้า <OPINION> สูง <POS>
โบรกเชียร์ซื้อ TTB เป้าสูง 1.98 บ. หลังกำไร Q3 โตเกินคาด ชี้ปีนี้ทะลุ 1.7 หมื่นล้าน,<SYMBOL> TTB <ASPECT> กำไร <OPINION> โตเกินคาด <POS>
โบรกเชียร์ซื้อ TTB เป้าสูง 1.98 บ. หลังกำไร Q3 โตเกินคาด ชี้ปีนี้ทะลุ 1.7 หมื่นล้าน,<SYMBOL> TTB <ASPECT> กำไร <OPINION> ทะลุ <POS>
3 โบรกเชียร์ “ซื้อ” BBL เป้าสูง 205 บาท หลังกำไร Q3 โตตามคาด ลุ้นปีนี้ 4.1 หมื่นล้าน,<SYMBOL> BBL <ASPECT> โบรกเชียร์ <OPINION> ซื้อ <POS>
3 โบรกเชียร์ “ซื้อ” BBL เป้าสูง 205 บาท หลังกำไร Q3 โตตามคาด ลุ้นปีนี้ 4.1 หมื่นล้าน,<SYMBOL> BBL <ASPECT> เป้า <OPINION> สูง <POS>
3 โบรกเชียร์ “ซื้อ” BBL เป้าสูง 205 บาท หลังกำไร Q3 โตตามคาด ลุ้นปีนี้ 4.1 หมื่นล้าน,<SYMBOL> BBL <ASPECT> กำไร <OPINION> โตตามคาด <POS>
KKP ตั้งสำรองเพิ่ม-ค่าใช้จ่ายพุ่ง ฉุดกำไร Q3 ลดลง 39% เหลือ 1.28 พันล้าน,<SYMBOL> KKP <ASPECT> สำรอง <OPINION> เพิ่ม <NEG>
KKP ตั้งสำรองเพิ่ม-ค่าใช้จ่ายพุ่ง ฉุดกำไร Q3 ลดลง 39% เหลือ 1.28 พันล้าน,<SYMBOL> KKP <ASPECT> ค่าใช้จ่าย <OPINION> พุ่ง <NEG>
KKP ตั้งสำรองเพิ่ม-ค่าใช้จ่ายพุ่ง ฉุดกำไร Q3 ลดลง 39% เหลือ 1.28 พันล้าน,<SYMBOL> KKP <ASPECT> กำไร <OPINION> ฉุด <NEG>
KKP ตั้งสำรองเพิ่ม-ค่าใช้จ่ายพุ่ง ฉุดกำไร Q3 ลดลง 39% เหลือ 1.28 พันล้าน,<SYMBOL> KKP <ASPECT> กำไร <OPINION> ลดลง <NEG>
MGC มั่นใจ Q4 พีกสุด! จ่อส่งมอบรถ 800 คัน ดันรายได้ปีนี้โตเข้าเป้า 10%,<SYMBOL> MGC <ASPECT> Q4 <OPINION> มั่นใจ <POS>
MGC มั่นใจ Q4 พีกสุด! จ่อส่งมอบรถ 800 คัน ดันรายได้ปีนี้โตเข้าเป้า 10%,<SYMBOL> MGC <ASPECT> รายได้ <OPINION> โตเข้าเป้า <POS>
SCB โชว์กำไร 9 เดือนแรกโต 7% ทะลุ 3.3 หมื่นล้าน รับรายได้ดอกเบี้ยพุ่ง,<SYMBOL> SCB <ASPECT> กำไร <OPINION> โต <POS>
SCB โชว์กำไร 9 เดือนแรกโต 7% ทะลุ 3.3 หมื่นล้าน รับรายได้ดอกเบี้ยพุ่ง,<SYMBOL> SCB <ASPECT> กำไร <OPINION> ทะลุ <POS>
SCB โชว์กำไร 9 เดือนแรกโต 7% ทะลุ 3.3 หมื่นล้าน รับรายได้ดอกเบี้ยพุ่ง,<SYMBOL> SCB <ASPECT> รายได้ <OPINION> พุ่ง <POS>
