text,label
ITEL วิ่ง 4% หลังคว้างานติดตั้ง “โซลาร์เซลล์” 334 ล้านบาท,<SYMBOL> ITEL <ASPECT> ราคาหุ้น <OPINION> วิ่ง <POS>
ITEL วิ่ง 4% หลังคว้างานติดตั้ง “โซลาร์เซลล์” 334 ล้านบาท,<SYMBOL> ITEL <ASPECT> ติดตั้ง <OPINION> คว้างาน <POS>
RS โชว์ธุรกิจ “ยูไลฟ์” ท็อปฟอร์ม มั่นใจดันรายได้ Q3 โตแจ่ม,<SYMBOL> RS <ASPECT> ธุรกิจ <OPINION> โชว์ <POS>
RS โชว์ธุรกิจ “ยูไลฟ์” ท็อปฟอร์ม มั่นใจดันรายได้ Q3 โตแจ่ม,<SYMBOL> RS <ASPECT> ธุรกิจ <OPINION> ท็อปฟอร์ม <POS>
RS โชว์ธุรกิจ “ยูไลฟ์” ท็อปฟอร์ม มั่นใจดันรายได้ Q3 โตแจ่ม,<SYMBOL> RS <ASPECT> รายได้ <OPINION> มั่นใจดัน <POS>
RS โชว์ธุรกิจ “ยูไลฟ์” ท็อปฟอร์ม มั่นใจดันรายได้ Q3 โตแจ่ม,<SYMBOL> RS <ASPECT> Q3 <OPINION> โตแจ่ม <POS>
14 หุ้นราคาร่วง! ขึ้น XD วันแรก SIRI นำทีมรูด 3%,<SYMBOL> SIRI <ASPECT> ราคา <OPINION> ร่วง <NEG>
15 หุ้นราคาร่วง! ขึ้น XD วันแรก SIRI นำทีมรูด 3%,<SYMBOL> SIRI <ASPECT> นำทีม <OPINION> รูด <NEG>
AAI บวกต่อ 9% โบรกแนะ “ซื้อ” เป้า 5.50 บาท รับยอดขาย “อาหารสัตว์เลี้ยง” ครึ่งปีหลังโต,<SYMBOL> AAI <ASPECT> ราคาหุ้น <OPINION> บวกต่อ <POS>
AAI บวกต่อ 9% โบรกแนะ “ซื้อ” เป้า 5.50 บาท รับยอดขาย “อาหารสัตว์เลี้ยง” ครึ่งปีหลังโต,<SYMBOL> AAI <ASPECT> โบรกแนะ <OPINION> ซื้อ <POS>
AAI บวกต่อ 9% โบรกแนะ “ซื้อ” เป้า 5.50 บาท รับยอดขาย “อาหารสัตว์เลี้ยง” ครึ่งปีหลังโต,<SYMBOL> AAI <ASPECT> ยอดขาย <OPINION> โต <POS>
ESSO-BCP วิ่งคึก! รับปิดดีลเทก “เอสโซ่” 5.5 หมื่นล้าน เทนเดอร์สูงกว่ากระดาน,<SYMBOL> ESSO <ASPECT> ราคาหุ้น <OPINION> วิ่งคึก <POS>
ESSO-BCP วิ่งคึก! รับปิดดีลเทก “เอสโซ่” 5.5 หมื่นล้าน เทนเดอร์สูงกว่ากระดาน,<SYMBOL> ESSO <ASPECT> เทนเดอร์ <OPINION> สูงกว่ากระดาน <POS>
ESSO-BCP วิ่งคึก! รับปิดดีลเทก “เอสโซ่” 5.5 หมื่นล้าน เทนเดอร์สูงกว่ากระดาน,<SYMBOL> BCP <ASPECT> ราคาหุ้น <OPINION> วิ่งคึก <POS>
ESSO-BCP วิ่งคึก! รับปิดดีลเทก “เอสโซ่” 5.5 หมื่นล้าน เทนเดอร์สูงกว่ากระดาน,<SYMBOL> BCP <ASPECT> เทนเดอร์ <OPINION> สูงกว่ากระดาน <POS>
AAV บวก 4% โบรกแนะ “ซื้อ” เป้า 3.10 บาท รับท่องเที่ยวคึก,<SYMBOL> AAV <ASPECT> ราคาหุ้น <OPINION> บวก <POS>
AAV บวก 4% โบรกแนะ “ซื้อ” เป้า 3.10 บาท รับท่องเที่ยวคึก,<SYMBOL> AAV <ASPECT> โบรกแนะ <OPINION> ซื้อ <POS>
AAV บวก 4% โบรกแนะ “ซื้อ” เป้า 3.10 บาท รับท่องเที่ยวคึก,<SYMBOL> AAV <ASPECT> ท่องเที่ยว <OPINION> คึก <POS>
AH-NYT ท็อปพิก! รับยอดส่งออก “ชิ้นส่วนยานยนต์” โตแกร่ง,<SYMBOL> AH-NYT <ASPECT> ราคาหุ้น <OPINION> ท็อปพิก <POS>
AH-NYT ท็อปพิก! รับยอดส่งออก “ชิ้นส่วนยานยนต์” โตแกร่ง,<SYMBOL> AH-NYT <ASPECT> ยอดส่งออก <OPINION> โตแกร่ง <POS>
SENA ส่งซิกครึ่งหลังแจ่ม! เร่งผุด 18 โครงการใหม่ 2.4 หมื่นลบ. ตุนแบ็กล็อก 6.4 พันล้าน,<SYMBOL> SENA <ASPECT> ครึ่งหลัง <OPINION> แจ่ม <POS>
SENA ส่งซิกครึ่งหลังแจ่ม! เร่งผุด 18 โครงการใหม่ 2.4 หมื่นลบ. ตุนแบ็กล็อก 6.4 พันล้าน,<SYMBOL> SENA <ASPECT> โครงการใหม่ <OPINION> เร่งผุด <POS>
SENA ส่งซิกครึ่งหลังแจ่ม! เร่งผุด 18 โครงการใหม่ 2.4 หมื่นลบ. ตุนแบ็กล็อก 6.4 พันล้าน,<SYMBOL> SENA <ASPECT> แบ็กล็อก <OPINION> ตุน <POS>
AOT กำไรเบ่งบานรับท่องเที่ยวฟื้น,<SYMBOL> AOT <ASPECT> กำไร <OPINION> เบ่งบาน <POS>
AOT กำไรเบ่งบานรับท่องเที่ยวฟื้น,<SYMBOL> AOT <ASPECT> ท่องเที่ยว <OPINION> ฟื้น <POS>
โบรกมอง “อสังหา” ฟื้นแรงไตรมาส 4 ชู SPALI-ORI ท็อปพิก,<SYMBOL> SPALI <ASPECT> อสังหา <OPINION> ฟื้นแรง <POS>
โบรกมอง “อสังหา” ฟื้นแรงไตรมาส 4 ชู SPALI-ORI ท็อปพิก,<SYMBOL> SPALI <ASPECT> หุ้น <OPINION> ท็อปพิก <POS>
โบรกมอง “อสังหา” ฟื้นแรงไตรมาส 4 ชู SPALI-ORI ท็อปพิก,<SYMBOL> ORI <ASPECT> อสังหา <OPINION> ฟื้นแรง <POS>
โบรกมอง “อสังหา” ฟื้นแรงไตรมาส 4 ชู SPALI-ORI ท็อปพิก,<SYMBOL> ORI <ASPECT> หุ้น <OPINION> ท็อปพิก <POS>
TOP เคาะปันผล 0.65 บ. ขึ้น XD 7 ก.ย.นี้,<SYMBOL> TOP <ASPECT> ปันผล <OPINION> เคาะ <POS>
ชัดแล้ว! BCP เคาะซื้อ“เอสโซ่” ราคา 9.8986 บาท,<SYMBOL> BCP <ASPECT> เคาะซื้อ <OPINION> ชัดแล้ว <POS>
FTI รุกขยายสาขา “AQUATEK-Water Store” ดันรายได้ปีนี้โต 20%,<SYMBOL> FTI <ASPECT> สาขา <OPINION> รุกขยาย <POS>
FTI รุกขยายสาขา “AQUATEK-Water Store” ดันรายได้ปีนี้โต 20%,<SYMBOL> FTI <ASPECT> รายได้ <OPINION> โต <POS>
PRINC แย้มไตรมาส 3 “ไฮซีซั่น” เปิดตัว PRINC NEXT ขยายลุงทุนเฮลท์แคร์,<SYMBOL> PRINC <ASPECT> ไตรมาส 3 <OPINION> ไฮซีซั่น <POS>
PRINC แย้มไตรมาส 3 “ไฮซีซั่น” เปิดตัว PRINC NEXT ขยายลุงทุนเฮลท์แคร์,<SYMBOL> PRINC <ASPECT> ลงทุน <OPINION> ขยาย <POS>
TQR แย้มครึ่งหลังสดใส จ่อรับรู้รายได้ “ประกันภัยไซเบอร์” ดันผลงานปีนี้โต 10%,<SYMBOL> TQR <ASPECT> ครึ่งหลัง <OPINION> สดใส <POS>
TQR แย้มครึ่งหลังสดใส จ่อรับรู้รายได้ “ประกันภัยไซเบอร์” ดันผลงานปีนี้โต 10%,<SYMBOL> TQR <ASPECT> รายได้ <OPINION> รับรู้ <POS>
TQR แย้มครึ่งหลังสดใส จ่อรับรู้รายได้ “ประกันภัยไซเบอร์” ดันผลงานปีนี้โต 10%,<SYMBOL> TQR <ASPECT> ผลงาน <OPINION> โต <POS>
SINO เดินหน้าระดมทุน SET โบรกเคาะเป้าสูง 2.30 บาท ตอกย้ำผู้นำ “โลจิสติกส์”,<SYMBOL> SINO <ASPECT> ระดมทุน <OPINION> เดินหน้า <POS>
SINO เดินหน้าระดมทุน SET โบรกเคาะเป้าสูง 2.30 บาท ตอกย้ำผู้นำ “โลจิสติกส์”,<SYMBOL> SINO <ASPECT> โบรกเคาะ <OPINION> เป้าสูง <POS>
SINO เดินหน้าระดมทุน SET โบรกเคาะเป้าสูง 2.30 บาท ตอกย้ำผู้นำ “โลจิสติกส์”,<SYMBOL> SINO <ASPECT> ผู้นำ <OPINION> ตอกย้ำ <POS>
สรุปซื้อขายกระดานรายใหญ่วันนี้ PTT-F มูลค่าสูงสุด 249 ล้านบาท,<SYMBOL> PTT-F <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 วันนี้ SABUY บวกสูงสุด 25 ส.ค.66,<SYMBOL> SABUY <ASPECT> ราคาหุ้น <OPINION> บวกสูงสุด <POS>
IVL ปิดเด้ง 3% ลุ้น Q3 ฟื้น รับธุรกิจ PET-IOD โบรกชูเป้า 38.50 บ.,<SYMBOL> IVL <ASPECT> ราคาหุ้น <OPINION> ปิดเด้ง <POS>
IVL ปิดเด้ง 3% ลุ้น Q3 ฟื้น รับธุรกิจ PET-IOD โบรกชูเป้า 38.50 บ.,<SYMBOL> IVL <ASPECT> Q3 <OPINION> ฟื้น <POS>
CIG ปิดพุ่ง 16% ลุ้นผลงานปีนี้ “เทิร์นอะราวด์” แถมหุ้นต่ำบุ๊ก,<SYMBOL> CIG <ASPECT> ราคาหุ้น <OPINION> ปิดพุ่ง <POS>
CIG ปิดพุ่ง 16% ลุ้นผลงานปีนี้ “เทิร์นอะราวด์” แถมหุ้นต่ำบุ๊ก,<SYMBOL> CIG <ASPECT> ผลงาน <OPINION> เทิร์นอะราวด์ <POS>
CIG ปิดพุ่ง 16% ลุ้นผลงานปีนี้ “เทิร์นอะราวด์” แถมหุ้นต่ำบุ๊ก,<SYMBOL> CIG <ASPECT> หุ้น <OPINION> ต่ำบุ๊ก <POS>
SUPER บวก 6 % เร่งเครื่อง COD โรงไฟฟ้า ดันรายได้ปีนี้โต 10%,<SYMBOL> SUPER <ASPECT> ราคาหุ้น <OPINION> บวก <POS>
SUPER บวก 6 % เร่งเครื่อง COD โรงไฟฟ้า ดันรายได้ปีนี้โต 10%,<SYMBOL> SUPER <ASPECT> COD <OPINION> เร่งเครื่อง <POS>
SUPER บวก 6 % เร่งเครื่อง COD โรงไฟฟ้า ดันรายได้ปีนี้โต 10%,<SYMBOL> SUPER <ASPECT> รายได้ <OPINION> โต <POS>
SISB โบรกแนะซื้อเป้า 36.50 บาท รับ “จีน” แห่เข้าโรงเรียนอินเตอร์ทะลัก,<SYMBOL> SISB <ASPECT> โบรกแนะ <OPINION> ซื้อ <POS>
SISB โบรกแนะซื้อเป้า 36.50 บาท รับ “จีน” แห่เข้าโรงเรียนอินเตอร์ทะลัก,<SYMBOL> SISB <ASPECT> โรงเรียนอินเตอร์ <OPINION> แห่เข้า <POS>
SISB โบรกแนะซื้อเป้า 36.50 บาท รับ “จีน” แห่เข้าโรงเรียนอินเตอร์ทะลัก,<SYMBOL> SISB <ASPECT> แห่เข้า <OPINION> ทะลัก <POS>
ดักเก็บ TISCO รอรับปันผลระหว่างกาลครั้งแรก 2 บ. โบรกชี้ทั้งปียีลด์สูง 8%,<SYMBOL> TISCO <ASPECT> หุ้น <OPINION> ดักเก็บ <POS>
ดักเก็บ TISCO รอรับปันผลระหว่างกาลครั้งแรก 2 บ. โบรกชี้ทั้งปียีลด์สูง 8%,<SYMBOL> TISCO <ASPECT> ปันผล <OPINION> รอรับ <NEU>
ดักเก็บ TISCO รอรับปันผลระหว่างกาลครั้งแรก 2 บ. โบรกชี้ทั้งปียีลด์สูง 8%,<SYMBOL> TISCO <ASPECT> ยีลด์ <OPINION> สูง <POS>
สรุปซื้อขายกระดานรายใหญ่ CBG มูลค่าสูงสุด 43 ล้านบาท,<SYMBOL> CBG <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
