Texts,Label
จากใจแฟนซิวิค ท้าวแขนเบาะหลังก็ยังง่อยอยู่เหมือนเดิมมาแบบนี้จะร้อยปีแล้วมั้ง(ประชด)!ดูถูกคนไทยสุดๆ หรือเพราะมั่นใจว่ายังไงก็ขายได้ขายดี!แม้กระทั่งแอคคอร์ดก็ยังง่อย!,"[[""ท้าวแขนเบาะหลัง"", ""neg"", ""ง่อย""], [""ซิวิค"", ""neg"", ""ดูถูกคนไทย""], [""แอคคอร์ด"", ""neg"", ""ง่อย""]]"
จุดเด่นคือ ฮอนด้า จุดด้อยคือไม่คุ้มค่า ด้วยราคาเเละของที่ให้มา,"[[""แบรนด์ฮอนด้า"", ""pos"", ""จุดเด่น""], [""ราคา"", ""neg"", ""ไม่คุ้มค่า""], [""ของที่ให้มา"", ""neg"", ""ไม่คุ้มค่า""]]"
ช่วงนี้ฝนตกมีน้ำท่วมขังหรือท้องร่องมันจะผ่านได้ไหมครับช่วงล่างดูเตี้ยจังแต่ชอบดีไซล์?????,"[[""ช่วงล่าง"", ""neg"", ""เตี้ย""], [""ดีไซน์"", ""pos"", ""ชอบ""]]"
ชอบครับ  ภายในดูโง่ๆ เชยดี เหมือนรถคันเก่าปู่ผมเลย  นี่ชมนะครับ,"[[""ดีไซน์ภายใน"", ""neg"", [""ดูโง่ๆ"", ""เชย"", ""เหมือนรถคันเก่าปู่""]]]"
ชอบภายในจริงๆครับรุ่นนี้,"[""ภายใน"",""pos"",""ชอบ""]"
ชอบมา สวยทุกรุ่น อยากมี civic สักคันในชีวิต,"[""civic"", ""pos"", [""ชอบ"", ""สวย"", ""อยากมี""]]"
ซิตตี้แปดแสนไม่มีกล้องพอทนแต่ซีวิคล้านสองไม่มีกล้องรอบคันเนี่ยไม่เอาไหน??แต่ชอบดีไซร์นะสวย,"[[""กล้อง"", ""neg"", ""ไม่มี""], [""ดีไซน์"", ""pos"", ""สวย""]]"
ซีวิคก็คือ ซีวิค ไม่ว่าจะลดมากน้อย ก็ ชอบ ซีวิค เพราะมันคือ ตำนาน ยาวนาน ชื้อเพระชอบ ชอบ,"[[""ซีวิค"", ""pos"", [""ชอบ"", ""ตำนาน"", ""ยาวนาน""]]]"
ซีวิคใหม่สวยมากแต่ไม่มีอุปกรณ์อะไรเลยเครื่องก็เหมือนเดิมกล้องก็ไม่มีจะไปสู้รถทางจีนเขาได้หรือซีวิคใหม่มีแต่ชื่อทางค่ายญี่ปุ่นเพราะผมก็ใช้รถก็แพงก่วาทางจีนด้วย,"[[""ดีไซน์ซีวิคใหม่"", ""pos"", ""สวยมาก""], [""อุปกรณ์"", ""neg"", ""ไม่มีอะไรเลย""], [""เครื่อง"", ""neg"", ""เหมือนเดิม""], [""กล้อง"", ""neg"", ""ไม่มี""], [""ซีวิคใหม่"", ""neg"", ""มีแต่ชื่อ""], [""ราคา"", ""neg"", ""แพงกว่า""]]"
แต่ก่อนว้าวนะcivic เดี๋ยวนี้งั้นๆไม่ได้ว้าวอะไรแถมเดี๋ยวนี้ชอบลดสเปกในจุดอับสายตาและไม่ทนเหมือนแต่ก่อน ในกลุ่มบ่นกันมากเรื่องนี้ สุดท้ายกลายเป็นรถตัวเลือกรองๆ เพราะในปัจจุบันตอนนี้ตัวเลือกมีมากกว่า ออฟชั่นมากกว่าถูกกว่า เลยหันไปมองค่ายอื่นที่คุ้มกว่าcivic,"[[""ดีไซน์ civic"", ""neg"", ""ไม่ได้ว้าว""], [""สเปก civic"", ""neg"", ""ลด""], [""คุณภาพ civic"", ""neg"", ""ไม่ทน""], [""แบรนด์อื่น"", ""pos"", [""ตัวเลือกมีมากกว่า"", ""ออฟชั่นมากกว่า"", ""ราคาถูกกว่า"", ""คุ้มกว่า""]]]"
ถ้าเป็นเมื่อก่อนตัดสินใจไม่ยาก civic แน่นอน แต่ถ้าเดี่ยวนี้คิดหนักเลย มองไปทางรถจีนมากกว่า อีกหน่อยรถญี่ปุ่นจะกลายเป็นแบบรถยุโรป ที่เราไฝฝันอยากได้ แต่พอใช้งานจริงไปรถจีนดีกว่า,"[[""รถ civic"", ""neg"", ""คิดหนักเลย""], [""รถจีน"", ""pos"", ""ดีกว่า""], [""รถญี่ปุ่น"", ""neg"", ""กลายเป็นแบบรถยุโรป""]]"
ถ้าพูดถึงแค่ความสวย มันก็สวยดีนะครับแต่ผมก็ยังชอบซีวิคเจนก่อนมากกว่า,"[[""ดีไซน์"",""pos"",""สวยดี""],[""ซีวิคเจนก่อน"",""pos"",""ชอบมากกว่า""]]"
ถ้ามีเงินก็จะซื้ออยู่  ไม่ชอบออฟชั่นอะไรทั้งนั้น เน้นใช้งานได้ดีและสวยถูกใจเป็นพอ ออฟชั่นไม่จำเป็นสำหรับผม,"[[""รถ"", ""pos"", ""ถ้ามีเงินก็จะซื้อ""], [""การใช้งาน"", ""pos"", ""ใช้งานได้ดี""], [""ดีไซน์"", ""pos"", ""สวยถูกใจ""], [""ออปชั่น"", ""neg"", ""ไม่จำเป็น""]]"
ถ้าแรงม้า แรงบิดไม่ลดกับบอดี้นี้คือน่าเล่นมาก,"[[""แรงม้า"", ""neg"",""ลด""],[""แรงบิด"", ""neg"",""ลด""],[""บอดี้นี้"", ""pos"",""น่าเล่น""]]"
ถูกใจครับ,"[""รถ"", ""pos"", ""ถูกใจ""]"
ทั้งภายนอก ภายใน ไม่มีอะไรต่างจากโฉมเดิมเลย,"[[""ภายนอก"", ""neg"", ""ไม่มีอะไรต่าง""], [""ภายใน"", ""neg"", ""ไม่มีอะไรต่าง""]]"
ทำตัวเองแท้ๆ รถเองก็ไม่ได้ดี ซ่อมเยอะแยะ แถมอะไหล่ก็แพง ตอนนั้นซื้อเพราะอยากลองและตัวเลือกยังไม่มาก ตอนนี้เต็มตลาด,"[[""รถ"", ""neg"", ""ไม่ได้ดี""], [""คุณภาพ"", ""neg"", ""ซ่อมเยอะแยะ""], [""อะไหล่"", ""neg"", ""แพง""]]"
ทำไมเปลี่ยนกระจังหน้าฝากระโปรงลดเกรดลงมาคล้าย CITY ล่ะ,"[[""กระจังหน้า"", ""neg"", [""ลดเกรด"", ""คล้าย CITY""]], [""กระโปรง"", ""neg"", [""ลดเกรด"", ""คล้าย CITY""]]]"
ทำไมรถรุ่นใหม่จึงทำจอโผล่ขึ้นบนคลอลโซนตั้งแพ่แว่!ทำไมไม่ฝังในเหมือนเดิมไม่ชอบจริงๆดูโหลยโท่ยมากครับ หารุ่นเก่าใช้ดีกว่าขี้เดียดจอชุ่ยมาก(ส่วนตัวนะ),"[[""จอรถรุ่นใหม่"", ""neg"", [""โผล่ขึ้น"",""ไม่ชอบ"",""โหลยโท่ย"",""ชุ่ย""]]]"
ทำออกมาดูถูกคนไทยโพด  รถเป็นล้านไฟหน้าฮาโลเจน  รถปี24 ยังไม่มีหลงเหลืออยู่  กล้าทำออกมาขายได้ไง  ไม่อายรถจีนหรือไง  โคตรแย่,"[[""รถ"", ""neg"", [""ดูถูกคนไทย"", ""ไม่อายรถจีนหรือไง"", ""โคตรแย่""]], [""ราคา"", ""neg"", ""แพง""], [""ไฟหน้า"", ""neg"", ""ฮาโลเจน""]]"
ทุกอย่างดูดีครับ แต่หัวเกียร์โบราณๆ ดีไซน์ง่ายๆ โง่ๆ ของวิศวะกร ไม่มีความสวยแบบดึงดูด,"[[""ทุกอย่าง"", ""pos"", ""ดูดี""], [""หัวเกียร์"", ""neg"", [""โบราณ"",""ดีไซน์ง่ายๆ"",""โง่ๆ"",""ไม่มีความสวยแบบดึงดูด""]]]"
